D:\Training Data\IMG\center_2018_02_15_23_20_28_057.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_28_057.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_28_057.jpg,0,1,0,30.18772
D:\Training Data\IMG\center_2018_02_15_23_20_28_132.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_28_132.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_28_132.jpg,0,1,0,30.18983
D:\Training Data\IMG\center_2018_02_15_23_20_28_204.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_28_204.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_28_204.jpg,0,1,0,30.19017
D:\Training Data\IMG\center_2018_02_15_23_20_28_276.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_28_276.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_28_276.jpg,0,1,0,30.19029
D:\Training Data\IMG\center_2018_02_15_23_20_28_345.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_28_345.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_28_345.jpg,0,1,0,30.19026
D:\Training Data\IMG\center_2018_02_15_23_20_28_416.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_28_416.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_28_416.jpg,0,1,0,30.19038
D:\Training Data\IMG\center_2018_02_15_23_20_28_488.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_28_488.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_28_488.jpg,-0.15,1,0,30.18443
D:\Training Data\IMG\center_2018_02_15_23_20_28_558.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_28_558.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_28_558.jpg,-0.35,1,0,30.16286
D:\Training Data\IMG\center_2018_02_15_23_20_28_643.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_28_643.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_28_643.jpg,-0.5500001,1,0,30.13956
D:\Training Data\IMG\center_2018_02_15_23_20_28_713.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_28_713.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_28_713.jpg,0,1,0,30.18642
D:\Training Data\IMG\center_2018_02_15_23_20_28_781.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_28_781.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_28_781.jpg,0,1,0,30.18937
D:\Training Data\IMG\center_2018_02_15_23_20_28_848.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_28_848.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_28_848.jpg,0,1,0,30.18996
D:\Training Data\IMG\center_2018_02_15_23_20_28_917.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_28_917.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_28_917.jpg,0,1,0,30.1902
D:\Training Data\IMG\center_2018_02_15_23_20_28_988.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_28_988.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_28_988.jpg,0,1,0,30.19033
D:\Training Data\IMG\center_2018_02_15_23_20_29_056.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_29_056.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_29_056.jpg,0,1,0,30.19032
D:\Training Data\IMG\center_2018_02_15_23_20_29_124.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_29_124.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_29_124.jpg,-0.05,1,0,30.18976
D:\Training Data\IMG\center_2018_02_15_23_20_29_191.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_29_191.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_29_191.jpg,-0.2,1,0,30.18075
D:\Training Data\IMG\center_2018_02_15_23_20_29_260.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_29_260.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_29_260.jpg,-0.4,1,0,30.15742
D:\Training Data\IMG\center_2018_02_15_23_20_29_332.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_29_332.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_29_332.jpg,-0.6000001,1,0,30.13369
D:\Training Data\IMG\center_2018_02_15_23_20_29_406.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_29_406.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_29_406.jpg,0,1,0,30.17813
D:\Training Data\IMG\center_2018_02_15_23_20_29_473.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_29_473.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_29_473.jpg,0,1,0,30.18723
D:\Training Data\IMG\center_2018_02_15_23_20_29_547.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_29_547.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_29_547.jpg,0,1,0,30.18958
D:\Training Data\IMG\center_2018_02_15_23_20_29_614.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_29_614.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_29_614.jpg,0,1,0,30.19021
D:\Training Data\IMG\center_2018_02_15_23_20_29_682.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_29_682.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_29_682.jpg,0,1,0,30.19024
D:\Training Data\IMG\center_2018_02_15_23_20_29_758.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_29_758.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_29_758.jpg,0,1,0,30.19031
D:\Training Data\IMG\center_2018_02_15_23_20_29_835.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_29_835.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_29_835.jpg,-0.15,1,0,30.18465
D:\Training Data\IMG\center_2018_02_15_23_20_29_908.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_29_908.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_29_908.jpg,-0.3,1,0,30.16963
D:\Training Data\IMG\center_2018_02_15_23_20_29_986.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_29_986.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_29_986.jpg,0,1,0,30.18016
D:\Training Data\IMG\center_2018_02_15_23_20_30_055.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_30_055.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_30_055.jpg,0,1,0,30.18897
D:\Training Data\IMG\center_2018_02_15_23_20_30_125.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_30_125.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_30_125.jpg,0,1,0,30.18994
D:\Training Data\IMG\center_2018_02_15_23_20_30_196.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_30_196.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_30_196.jpg,0,1,0,30.19039
D:\Training Data\IMG\center_2018_02_15_23_20_30_266.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_30_266.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_30_266.jpg,0,1,0,30.19031
D:\Training Data\IMG\center_2018_02_15_23_20_30_340.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_30_340.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_30_340.jpg,0,1,0,30.19029
D:\Training Data\IMG\center_2018_02_15_23_20_30_411.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_30_411.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_30_411.jpg,0,1,0,30.19033
D:\Training Data\IMG\center_2018_02_15_23_20_30_480.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_30_480.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_30_480.jpg,0,1,0,30.19033
D:\Training Data\IMG\center_2018_02_15_23_20_30_548.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_30_548.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_30_548.jpg,-0.1,1,0,30.18772
D:\Training Data\IMG\center_2018_02_15_23_20_30_618.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_30_618.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_30_618.jpg,-0.3,1,0,30.16925
D:\Training Data\IMG\center_2018_02_15_23_20_30_686.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_30_686.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_30_686.jpg,0,1,0,30.1889
D:\Training Data\IMG\center_2018_02_15_23_20_30_755.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_30_755.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_30_755.jpg,0,1,0,30.19011
D:\Training Data\IMG\center_2018_02_15_23_20_30_824.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_30_824.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_30_824.jpg,0,1,0,30.19022
D:\Training Data\IMG\center_2018_02_15_23_20_30_891.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_30_891.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_30_891.jpg,0,1,0,30.18974
D:\Training Data\IMG\center_2018_02_15_23_20_30_962.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_30_962.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_30_962.jpg,0,1,0,30.19029
D:\Training Data\IMG\center_2018_02_15_23_20_31_035.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_31_035.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_31_035.jpg,0,1,0,30.19033
D:\Training Data\IMG\center_2018_02_15_23_20_31_106.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_31_106.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_31_106.jpg,0,1,0,30.1896
D:\Training Data\IMG\center_2018_02_15_23_20_31_176.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_31_176.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_31_176.jpg,0,1,0,30.19031
D:\Training Data\IMG\center_2018_02_15_23_20_31_247.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_31_247.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_31_247.jpg,0,1,0,30.19031
D:\Training Data\IMG\center_2018_02_15_23_20_31_321.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_31_321.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_31_321.jpg,0,1,0,30.1903
D:\Training Data\IMG\center_2018_02_15_23_20_31_393.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_31_393.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_31_393.jpg,0,1,0,30.1903
D:\Training Data\IMG\center_2018_02_15_23_20_31_463.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_31_463.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_31_463.jpg,0,1,0,30.19032
D:\Training Data\IMG\center_2018_02_15_23_20_31_535.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_31_535.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_31_535.jpg,-0.2,1,0,30.17982
D:\Training Data\IMG\center_2018_02_15_23_20_31_606.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_31_606.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_31_606.jpg,-0.35,1,0,30.16346
D:\Training Data\IMG\center_2018_02_15_23_20_31_679.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_31_679.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_31_679.jpg,0,1,0,30.1771
D:\Training Data\IMG\center_2018_02_15_23_20_31_750.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_31_750.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_31_750.jpg,0,1,0,30.18745
D:\Training Data\IMG\center_2018_02_15_23_20_31_827.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_31_827.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_31_827.jpg,0,1,0,30.18987
D:\Training Data\IMG\center_2018_02_15_23_20_31_907.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_31_907.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_31_907.jpg,0,1,0,30.1902
D:\Training Data\IMG\center_2018_02_15_23_20_31_974.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_31_974.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_31_974.jpg,0,1,0,30.19027
D:\Training Data\IMG\center_2018_02_15_23_20_32_043.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_32_043.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_32_043.jpg,0,1,0,30.1904
D:\Training Data\IMG\center_2018_02_15_23_20_32_112.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_32_112.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_32_112.jpg,0,1,0,30.19032
D:\Training Data\IMG\center_2018_02_15_23_20_32_190.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_32_190.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_32_190.jpg,-0.05,1,0,30.18975
D:\Training Data\IMG\center_2018_02_15_23_20_32_270.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_32_270.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_32_270.jpg,-0.25,1,0,30.17489
D:\Training Data\IMG\center_2018_02_15_23_20_32_347.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_32_347.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_32_347.jpg,0,1,0,30.19011
D:\Training Data\IMG\center_2018_02_15_23_20_32_426.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_32_426.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_32_426.jpg,0,1,0,30.18989
D:\Training Data\IMG\center_2018_02_15_23_20_32_494.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_32_494.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_32_494.jpg,0,1,0,30.19022
D:\Training Data\IMG\center_2018_02_15_23_20_32_572.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_32_572.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_32_572.jpg,0,1,0,30.19029
D:\Training Data\IMG\center_2018_02_15_23_20_32_651.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_32_651.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_32_651.jpg,0,1,0,30.1903
D:\Training Data\IMG\center_2018_02_15_23_20_32_728.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_32_728.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_32_728.jpg,-0.1,1,0,30.18792
D:\Training Data\IMG\center_2018_02_15_23_20_32_796.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_32_796.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_32_796.jpg,-0.3,1,0,30.16954
D:\Training Data\IMG\center_2018_02_15_23_20_32_867.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_32_867.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_32_867.jpg,-0.45,1,0,30.1517
D:\Training Data\IMG\center_2018_02_15_23_20_32_935.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_32_935.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_32_935.jpg,0,1,0,30.18844
D:\Training Data\IMG\center_2018_02_15_23_20_33_011.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_33_011.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_33_011.jpg,0,1,0,30.18973
D:\Training Data\IMG\center_2018_02_15_23_20_33_083.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_33_083.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_33_083.jpg,0,1,0,30.1902
D:\Training Data\IMG\center_2018_02_15_23_20_33_153.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_33_153.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_33_153.jpg,0,1,0,30.19028
D:\Training Data\IMG\center_2018_02_15_23_20_33_226.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_33_226.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_33_226.jpg,0,1,0,30.19028
D:\Training Data\IMG\center_2018_02_15_23_20_33_298.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_33_298.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_33_298.jpg,0,1,0,30.19029
D:\Training Data\IMG\center_2018_02_15_23_20_33_367.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_33_367.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_33_367.jpg,0,1,0,30.19031
D:\Training Data\IMG\center_2018_02_15_23_20_33_438.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_33_438.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_33_438.jpg,-0.1,1,0,30.18772
D:\Training Data\IMG\center_2018_02_15_23_20_33_508.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_33_508.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_33_508.jpg,-0.25,1,0,30.17483
D:\Training Data\IMG\center_2018_02_15_23_20_33_583.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_33_583.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_33_583.jpg,-0.45,1,0,30.15149
D:\Training Data\IMG\center_2018_02_15_23_20_33_654.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_33_654.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_33_654.jpg,0,1,0,30.18552
D:\Training Data\IMG\center_2018_02_15_23_20_33_722.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_33_722.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_33_722.jpg,0,1,0,30.1891
D:\Training Data\IMG\center_2018_02_15_23_20_33_794.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_33_794.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_33_794.jpg,0,1,0,30.19002
D:\Training Data\IMG\center_2018_02_15_23_20_33_863.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_33_863.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_33_863.jpg,0,1,0,30.19025
D:\Training Data\IMG\center_2018_02_15_23_20_33_934.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_33_934.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_33_934.jpg,0,1,0,30.19073
D:\Training Data\IMG\center_2018_02_15_23_20_34_003.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_34_003.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_34_003.jpg,0,1,0,30.19036
D:\Training Data\IMG\center_2018_02_15_23_20_34_075.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_34_075.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_34_075.jpg,0,1,0,30.19031
D:\Training Data\IMG\center_2018_02_15_23_20_34_149.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_34_149.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_34_149.jpg,0,1,0,30.19029
D:\Training Data\IMG\center_2018_02_15_23_20_34_222.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_34_222.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_34_222.jpg,-0.1,1,0,30.1877
D:\Training Data\IMG\center_2018_02_15_23_20_34_290.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_34_290.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_34_290.jpg,-0.25,1,0,30.17479
D:\Training Data\IMG\center_2018_02_15_23_20_34_360.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_34_360.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_34_360.jpg,0,1,0,30.18889
D:\Training Data\IMG\center_2018_02_15_23_20_34_432.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_34_432.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_34_432.jpg,0,1,0,30.19011
D:\Training Data\IMG\center_2018_02_15_23_20_34_501.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_34_501.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_34_501.jpg,0,1,0,30.19024
D:\Training Data\IMG\center_2018_02_15_23_20_34_570.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_34_570.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_34_570.jpg,0,1,0,30.19029
D:\Training Data\IMG\center_2018_02_15_23_20_34_643.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_34_643.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_34_643.jpg,0,1,0,30.19028
D:\Training Data\IMG\center_2018_02_15_23_20_34_711.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_34_711.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_34_711.jpg,0,1,0,30.1903
D:\Training Data\IMG\center_2018_02_15_23_20_34_782.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_34_782.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_34_782.jpg,0,1,0,30.19028
D:\Training Data\IMG\center_2018_02_15_23_20_34_849.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_34_849.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_34_849.jpg,0,1,0,30.19031
D:\Training Data\IMG\center_2018_02_15_23_20_34_917.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_34_917.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_34_917.jpg,0,1,0,30.19031
D:\Training Data\IMG\center_2018_02_15_23_20_34_983.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_34_983.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_34_983.jpg,0,1,0,30.18993
D:\Training Data\IMG\center_2018_02_15_23_20_35_056.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_35_056.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_35_056.jpg,0,1,0,30.1903
D:\Training Data\IMG\center_2018_02_15_23_20_35_127.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_35_127.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_35_127.jpg,0,1,0,30.19028
D:\Training Data\IMG\center_2018_02_15_23_20_35_201.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_35_201.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_35_201.jpg,0,1,0,30.19029
D:\Training Data\IMG\center_2018_02_15_23_20_35_277.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_35_277.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_35_277.jpg,-0.15,1,0,30.1842
D:\Training Data\IMG\center_2018_02_15_23_20_35_355.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_35_355.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_35_355.jpg,-0.35,1,0,30.16346
D:\Training Data\IMG\center_2018_02_15_23_20_35_435.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_35_435.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_35_435.jpg,0,1,0,30.17705
D:\Training Data\IMG\center_2018_02_15_23_20_35_511.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_35_511.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_35_511.jpg,0,1,0,30.1875
D:\Training Data\IMG\center_2018_02_15_23_20_35_584.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_35_584.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_35_584.jpg,0,1,0,30.1897
D:\Training Data\IMG\center_2018_02_15_23_20_35_652.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_35_652.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_35_652.jpg,0,1,0,30.19017
D:\Training Data\IMG\center_2018_02_15_23_20_35_720.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_35_720.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_35_720.jpg,0,1,0,30.19029
D:\Training Data\IMG\center_2018_02_15_23_20_35_793.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_35_793.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_35_793.jpg,0,1,0,30.19039
D:\Training Data\IMG\center_2018_02_15_23_20_35_865.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_35_865.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_35_865.jpg,0,1,0,30.19029
D:\Training Data\IMG\center_2018_02_15_23_20_35_936.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_35_936.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_35_936.jpg,0,1,0,30.1903
D:\Training Data\IMG\center_2018_02_15_23_20_36_010.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_36_010.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_36_010.jpg,0,1,0,30.1903
D:\Training Data\IMG\center_2018_02_15_23_20_36_080.jpg,D:\Training Data\IMG\left_2018_02_15_23_20_36_080.jpg,D:\Training Data\IMG\right_2018_02_15_23_20_36_080.jpg,-0.2,1,0,30.17987
